Latitude,Longitude,City,Country,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
-14.300308487527147,59.41162342592713,cap malheureux,mu,60.8,87,20,9.17
-1.9776975263170868,-0.028913419660540285,takoradi,gh,76.08,99,20,5.61
60.02905797744995,-101.63653004191733,flin flon,ca,35.6,37,75,13.87
66.94888910368658,150.46879955498565,zyryanka,ru,29.46,91,36,3.04
-6.500066654121554,157.85465596107412,gizo,sb,77,78,40,1.12
-5.19404587585143,130.94622736836442,tual,id,80.76,96,44,11.77
86.2728250168519,22.87630340643608,longyearbyen,sj,32,100,75,11.41
0.547813072440988,-31.749104995120348,touros,br,77.07,89,92,13.56
-49.1380545127556,-75.9431138458053,coihaique,cl,48.99,53,20,8.05
46.881654136417154,88.39571708037613,altay,cn,13.44,62,0,2.26
68.83766879226346,25.543208008254823,karasjok,no,37.4,74,90,24.16
-22.29878784252149,-47.094204996269696,conchal,br,73.4,78,75,1.12
56.7209511959484,-125.34294793270433,fort saint james,ca,41.52,52,36,3.27
54.3601539544635,70.79416450885381,bulaevo,kz,38.73,88,0,4.94
-27.178723946192967,153.46823156524027,bongaree,au,68,64,0,8.05
21.056619416677606,46.80836885791311,riyadh,sa,77,17,0,2.71
-19.94271962250795,-172.25950726810916,pangai,to,77,88,90,20.8
27.294599947374138,155.37628319179117,hasaki,jp,65.25,88,75,8.05
-18.864510963550757,-146.204701260224,tautira,pf,82.4,54,75,4.7
78.5013065410084,110.2942282911273,saskylakh,ru,28.2,96,76,9.98
29.4645383918716,-151.80081405072397,kahului,us,83.26,57,20,13.87
31.948694294782854,-77.2591664917915,north myrtle beach,us,81.25,60,1,10.29
5.641752764018861,-56.35008378698133,totness,sr,86.04,66,1,3.6
-22.067868808461128,-46.232554503206984,borda da mata,br,64.56,91,48,3.38
75.73008782815623,155.39231431524252,srednekolymsk,ru,31.62,75,76,3.38
66.71066995897121,35.42120112415981,umba,ru,35.76,100,36,9.42
-34.741312622209094,-50.076590510558134,rio grande,br,57.2,71,0,5.82
1.0658268896720955,-4.208345170087142,jacqueville,ci,78.8,88,20,3.36
-22.563113686936305,14.42207492219282,swakopmund,na,59,72,0,4.7
64.38074181133172,87.67881213058575,turukhansk,ru,31.71,92,92,14.56
-0.4646102532476988,109.50457419526572,pontianak,id,75.2,94,40,5.28
22.37046345048587,151.2198324219823,katsuura,jp,65.16,88,90,6.93
45.650910505762255,47.25242859815194,liman,ru,61.32,99,0,7.52
14.418014026242872,-72.10798569428827,manaure,co,86,70,40,5.82
63.000494364173875,111.11578726339712,chernyshevskiy,ru,36.03,86,88,7.18
16.82282172163565,48.450225400061385,najran,sa,73.4,28,0,2.48
4.890065556025206,-27.921202710436006,sao filipe,cv,79.86,93,0,13.67
34.807708767076974,-65.47455664922464,saint george,bm,62.6,93,20,2.24
60.317869408612296,0.29702182205539884,lerwick,gb,51.8,93,92,18.34
40.82265550816493,11.00470897069539,siniscola,it,57.2,93,0,4.7
55.97047923110833,150.14577266956104,magadan,ru,33.8,80,48,8.41
4.004409858764362,105.9215170947378,cukai,my,77.97,94,20,3.15
49.71546770648163,-39.41011279490846,nanortalik,gl,35.85,96,20,20.83
71.15352284086597,-5.957778462704823,klaksvik,fo,50,100,92,12.75
26.011634245802,-105.89206863851219,santa maria del oro,mx,76.53,29,0,3.15
35.93149638822155,-97.6919539822794,guthrie,us,87.26,49,1,23.04
49.988129695720176,-102.82794226044857,grenfell,ca,60.06,97,92,9.86
-1.3983910106820048,-83.0606510300086,salinas,ec,69.98,73,1,13.87
36.55057528595229,-85.59949209675817,cookeville,us,82.38,62,20,4.7
30.220973793794755,-109.33429725537971,nacozari,mx,90.39,54,32,6.96
34.800174878957236,122.1251260140748,hede,cn,37.4,93,0,6.93
-32.01594042592762,28.309812064097343,butterworth,za,78.8,94,75,4.7
-12.973813620034704,112.37812193668009,ambulu,id,75.09,95,12,4.61
-35.58043957816385,38.57835360434285,richards bay,za,58.44,100,92,14.12
68.01809143849076,56.341892784224626,usinsk,ru,42.06,97,88,9.42
34.973225911089514,56.88015246374627,tabas,ir,54.21,57,0,2.93
24.187601333485773,65.67703365163806,ormara,pk,76.53,89,0,10.65
-26.71558814296207,29.30975386093084,secunda,za,40.53,94,92,11.99
39.36382238332118,-101.76148918993711,lamar,us,96.08,15,1,3.27
27.2733816497135,-40.63967534535763,ribeira grande,pt,73.38,96,80,9.53
23.642536239271493,-88.48263254876373,panaba,mx,79.59,87,36,4.38
32.03443532147398,53.74097957624758,meybod,ir,69.8,18,0,4.7
-8.500433748763044,-63.61196850449075,porto velho,br,80.6,74,40,4.7
56.66144162909234,155.2436971983759,sobolevo,ru,43.59,98,92,12.88
-39.291071889633415,171.75701712805676,takaka,nz,57.27,74,12,9.53
-47.03657611345221,-56.75295233106506,necochea,ar,49.08,58,0,9.31
47.6661128927482,-123.83552545412421,port angeles,us,51.84,68,90,2.15
52.9542426933055,-1.0320851694917508,carlton,gb,56.91,100,90,4.7
50.358689487710166,17.713366018944924,prudnik,pl,46.2,75,20,11.99
14.230465279223168,101.09553894664651,nakhon nayok,th,74.19,73,12,7.18
-34.75765143567708,157.52712723235345,port macquarie,au,64.4,77,48,4.7
29.65770504329491,-111.07592566910854,benjamin hill,mx,83.82,39,0,7.96
19.522588394080756,-67.20961342499709,isabela,us,77.88,95,44,0.92
-17.586752195221536,-53.23557251825932,alto araguaia,br,74.46,73,20,4.61
-14.270625767354659,69.35830511957795,quatre cocos,mu,60.8,87,20,9.17
-14.592425485970665,108.41305686175787,bambanglipuro,id,72.66,83,0,3.38
51.97872578391019,-13.430504048733837,dingle,ie,78.06,99,64,3.27
-9.9113816803103,127.37578286510387,atambua,id,79.59,93,8,5.28
21.925646678344407,-94.78094428605661,nautla,mx,82.2,100,48,8.97
49.28203575406911,-78.8339386504143,macamic,ca,51.8,81,90,12.75
48.752337055209324,14.399788636994629,kaplice,cz,50,81,90,3.36
14.310504103760934,-48.670168532882144,sinnamary,gf,82.38,91,0,12.66
10.859214940921476,-16.168026717976318,bubaque,gw,80.6,88,20,3.36
-16.796410283766747,-56.761035919602165,pocone,br,84.18,63,20,4.27
20.021774708391177,-103.35267650266019,concepcion de buenos aires,mx,80.6,42,75,1.14
62.1242345231569,-59.985594713329036,pangnirtung,ca,30.2,54,90,11.41
60.23421826730646,162.2998328543219,ossora,ru,44.22,99,56,19.6
-7.090442829001418,156.10953539041986,buin,pg,76.12,12,0,6.93
24.842566663684238,-157.2200942678207,wahiawa,us,83.64,57,75,13.87
-31.46216328364398,16.56775948014956,vredendal,za,65.01,27,0,9.53
44.579876650958596,-117.03043154116239,weiser,us,71.06,35,1,4.7
19.88829459510353,-17.11520787957687,nouadhibou,mr,80.6,54,68,21.92
-41.99321616398016,-60.9487438823179,viedma,ar,49.8,43,0,5.84
35.50560211088522,95.75811049226627,yumen,cn,36.48,73,0,2.59
31.26856122746912,51.7967926849594,semirom,ir,36.3,81,8,1.36
38.47466236703892,133.56298794254053,sakaiminato,jp,59,87,75,3.36
-22.220637346822727,-77.87467590895035,acari,pe,75.36,69,0,12.1
36.861206072792086,45.495855042015876,naqadeh,ir,65.19,100,0,4.27
63.69040077127556,34.91350062812842,nadvoitsy,ru,34.14,100,0,8.75
45.683148990494885,87.54016333411693,changji,cn,62.04,85,0,2.82
-12.22231504409335,52.621008694441684,sambava,mg,72.12,100,100,8.75
4.295129128106964,-6.401578182565004,san-pedro,ci,74.73,97,48,6.51
43.09411157306343,-55.516803451969466,saint-pierre,pm,48.02,87,0,3.36
61.1450525329671,-118.35809420779285,hay river,ca,30.2,68,75,5.82
52.49829428273932,-0.15308631333164158,peterborough,gb,53.83,87,24,5.82
66.06193068992837,19.44067351153339,kiruna,se,30.2,74,8,6.93
41.054745855592614,63.045167104279955,gazli,uz,62.31,35,0,11.21
40.94405379475697,-7.735638920588542,lamego,pt,49.44,71,0,2.37
48.65354283900743,179.44111635920052,beringovskiy,ru,47.19,97,80,13
-2.4589411462103072,-5.30694600504529,tabou,ci,79.14,100,68,9.19
-0.5052722585630818,-85.66933273699009,san cristobal,ec,57.2,76,75,14.99
-9.560386482896632,-85.36979287549582,sechura,pe,68.79,86,92,11.43
78.96768282949523,91.67980626135778,talnakh,ru,27.93,97,88,13.22
6.993434974484558,9.412053149937151,gboko,ng,76.89,88,36,8.19
28.238425032355735,-28.47368885288111,ponta delgada,pt,69.8,77,20,9.17
-2.7367784777575963,17.01994685337621,mushie,cd,76.44,85,8,2.93
22.030655843614937,78.08097902128827,amla,in,68.34,84,8,2.82
26.066569631049077,-97.40264285925176,brownsville,us,89.4,57,1,10.29
37.50951519959969,-20.729113425809743,vila franca do campo,pt,69.8,77,20,9.17
-20.016506162914823,12.778054953390267,khorixas,na,68.97,55,0,3.71
41.75824392455479,138.7409483707632,kizukuri,jp,57.2,87,20,5.82
44.5109827191867,-125.52127473211655,newport,us,56.07,100,90,14.99
29.38883312785576,-12.02264458903366,teguise,es,75.2,73,20,5.82
16.18039846551993,53.195592808963056,salalah,om,77,69,0,3.36
-40.56822297509239,175.189864816853,levin,nz,53.22,93,92,14.34
60.127078600198985,32.62101940414641,syasstroy,ru,44.49,98,92,6.73
68.71683071972785,96.19444713995648,tura,ru,74.82,86,68,4.61
-22.13419466783283,123.82107501785754,broome,au,52.66,82,48,4.7
16.91958631411373,-6.899977338120721,nara,ml,67.42,63,75,3.36
46.640450687707556,-108.04615952143186,billings,us,44.96,10,40,16.11
37.071824354242665,107.56823210731466,pingliang,cn,39.72,65,24,2.82
18.915752831516258,-52.727137950067544,bathsheba,bb,82.4,78,40,10.29
54.78004273369359,-11.025557759248898,westport,ie,56.01,98,80,15.12
12.835866951802885,-106.91414790931437,coahuayana,mx,77.88,73,12,1.7
3.52753331379553,12.11268315801317,akonolinga,cm,69.69,98,88,2.15
-18.884683098375035,18.505669536239026,grootfontein,na,57.54,51,0,3.71
41.41914896221459,132.79859767924432,vrangel,ru,62.85,96,0,4.05
-3.4241090769277207,36.09713550965597,mto wa mbu,tz,64.29,94,76,8.41
59.67850994391884,33.10810916457942,tikhvin,ru,42.69,97,92,2.59
35.1484646631078,-78.59348581767561,dunn,us,82.65,63,1,2.71
17.695901265133685,-84.89426317867466,savannah bight,hn,79.14,100,64,2.37
8.010434876711457,79.49115912988896,kuliyapitiya,lk,75.2,94,20,4.7
10.38912530379308,102.68536089255036,kampot,kh,73.29,100,92,3.83
-39.27085168822957,160.91809083465228,te anau,nz,49.08,81,76,14.23
-0.30888219947648565,-80.86488826465053,bahia de caraquez,ec,77,78,75,8.05
-0.3257963159087467,101.55845247349941,sijunjung,id,69.78,95,32,1.92
-20.41703115382188,-31.247363266035194,caravelas,br,77.61,100,44,16.02
51.96723008075179,4.312441365681082,schipluiden,nl,56.46,87,90,9.17
-13.877402203187444,-70.00720504103423,macusani,pe,49.08,99,12,1.14
12.145188772342564,-65.54735640414263,guatire,ve,84.2,62,40,1.92
57.713466382586404,88.29225446962658,teguldet,ru,35.49,93,64,4.27
21.23873877192304,-87.17058204477206,leona vicario,mx,84.2,74,75,8.05
10.780947146210806,-18.163270082317638,oussouye,sn,81.48,88,20,2.24
65.18211408610645,-120.66534668708138,norman wells,ca,32,69,75,13.87
60.63653804629149,-52.653281533786426,paamiut,gl,36.03,100,32,5.39
62.90406139622374,6.342998220887893,brattvag,no,41.83,75,80,9.17
67.3516606735472,145.2692258219276,belaya gora,ru,25.5,83,36,3.04
40.38101398211299,111.70383227563713,hohhot,cn,37.4,74,0,6.71
-16.94134964788742,-70.50047067271407,torata,pe,44.58,43,12,1.14
19.582405384405078,-72.319379565493,grande riviere du nord,ht,81.75,92,92,6.17
0.3496843419112423,118.4838761363103,bontang,id,79.95,100,56,3.71
60.465141124767285,-133.67904741735282,whitehorse,ca,44.6,33,75,5.82
49.55047678582568,-114.29949053079166,blairmore,ca,30.22,79,1,4.7
48.546474753675255,-115.16027333553836,whitefish,us,50,8,1,6.93
47.84761431911315,-119.95795967441774,east wenatchee bench,us,54.77,8,1,3.38
7.134169979599108,-4.057046860611564,daoukro,ci,72.48,95,48,2.26
49.252708733029266,-95.50856919551312,pinawa,ca,36.84,100,92,17.36
-5.903181693518093,8.351761414569353,mayumba,ga,75.18,99,92,5.06
19.4482264679841,75.78921724940801,ambad,in,71.76,86,44,3.6
25.119177477795276,92.23673842454826,karimganj,in,74.01,92,48,1.92
2.9780561963599297,69.67966297392863,kudahuvadhoo,mv,81.21,100,68,24.07
10.040417877284256,-7.822948323314279,odienne,ci,72.57,92,0,2.93
47.69149105446397,-90.80671791313762,atikokan,ca,54.84,98,92,2.93
31.095767736657933,124.43053227079912,shenjiamen,cn,73.74,87,24,24.63
-24.509085533398732,-72.39365606663694,taltal,cl,59.16,84,88,2.15
27.60189068725296,107.72499477677832,zunyi,cn,54.93,99,92,3.15
63.07216537873683,122.93077134863665,kysyl-syr,ru,35.49,84,56,6.62
65.74043930241515,54.30611579796556,izhma,ru,42.96,92,88,5.84
26.205512200455388,97.39223774119614,myitkyina,mm,70.23,100,92,3.04
43.96210967598711,40.16435737714289,kamennomostskiy,ru,57.09,75,8,5.17
29.72281960598046,27.26058513595018,marsa matruh,eg,66.63,91,8,5.39
12.860244107283009,6.076470238615485,kaura namoda,ng,72.84,86,20,2.59
-9.295828229549201,48.06729539358179,ambilobe,mg,75.18,69,80,5.06
-23.728288550091136,14.780778639712963,walvis bay,na,59,72,0,4.7
56.884422648085575,100.86808976506546,vikhorevka,ru,26.6,86,48,6.71
28.54453642563928,133.94441982353186,kushima,jp,66.07,88,75,8.05
30.352246666120465,-10.71185157764532,agadir,ma,69.8,83,75,3.36
33.47883465649218,-75.83721682706016,havelock,us,83.01,67,1,8.05
59.15903130620595,27.652581053612323,voka,ee,46.56,100,92,14.9
14.999008148704291,-17.694491656380848,dakar,sn,82.4,88,36,2.24
0.5663406133658668,-50.194166757431674,afua,br,74.37,98,76,3.94
-16.019306404847157,-36.42699064988122,belmonte,br,51.96,65,0,4.61
49.65396306498468,1.6216775033539932,gisors,fr,54.28,87,75,2.24
67.13433714126069,135.37833454941523,batagay,ru,20.91,82,32,3.04
-21.49135435806471,36.67251824818186,beira,mz,61.75,82,0,4.7
75.14430325044123,28.76454013339668,mehamn,no,37.4,74,40,10.29
-5.152886059085176,146.2241319196636,madang,pg,79.41,94,48,4.16
52.0354507232677,83.02516580934531,ust-kalmanka,ru,34.23,90,8,2.93
19.775987734382355,3.860391066626221,kidal,ml,79.5,28,0,9.42
5.6280366230168966,-88.13752310422932,nicoya,cr,80.6,78,75,5.82
-6.375146098613499,108.74777884756094,karangampel,id,78.15,100,12,11.21
16.045378947336786,-160.6341214357966,makakilo city,us,83.64,57,75,13.87
-4.276201902200256,-71.75185771775486,puerto narino,co,82.4,88,40,2.37
59.79030131352624,36.861204308545524,kaduy,ru,42.96,99,92,2.93
60.98650862206165,109.90242730013676,yerbogachen,ru,34.59,63,44,6.96
1.7127102564744234,51.07158431069195,hobyo,so,75.81,93,8,13.11
45.30896049394161,7.058469493785111,avigliana,it,57.2,76,0,3.36
8.737421419161109,66.11936070514625,kavaratti,in,83.91,100,56,11.65
-5.226200819516237,166.8294607645111,lata,sb,47.91,80,88,2.04
21.958263017541526,111.76618327759007,tangping,cn,39.81,77,0,2.59
42.89980322042578,45.48782444454574,borzoy,ru,36.12,90,0,1.7
-26.85380921676142,-61.91526182359283,presidencia roque saenz pena,ar,66.18,65,48,9.19
51.893921962704695,46.518211344679145,krasnyy yar,ru,54.84,95,48,15.23
48.75317358962758,78.72325937384153,ayagoz,kz,33.06,81,0,10.76
-8.476505486722388,-68.54706931965157,sena madureira,br,78.06,89,12,0.92
58.219881666788496,168.21040953488813,tilichiki,ru,46.65,91,76,13
-7.100546437702974,112.22249427384236,babat,id,77.52,81,8,5.06
28.431450962270887,-15.129954048976856,las palmas,es,62.6,290,40,3.36
39.13147999838958,35.85929810533699,akdagmadeni,tr,38.46,78,0,1.81
9.7198717145276,78.33242716451178,tiruppuvanam,in,72.93,96,56,2.93
16.930824440876933,35.22024715883248,wagar,sd,82.65,63,12,4.72
-18.849580681243268,-170.37666219653227,alofi,nu,80.6,65,88,17.22
50.29271516824437,-70.85184983375814,saint-ambroise,ca,50,93,0,3.6
35.34332111124128,6.586649031362356,constantine,dz,55.4,93,75,9.17
38.83206147990208,34.62098203243488,nevsehir,tr,52.38,47,0,5.82
-29.361081943318815,-60.216404778324545,reconquista,ar,63.84,54,0,11.99
-29.558148018302774,26.88890014600861,thaba nchu,za,42.8,52,0,10.29
11.014631899176152,76.94874845731454,perur,in,73.4,100,75,2.15
39.96323774825194,26.436588024027202,canakkale,tr,57.18,100,24,3.38
-8.447235058239173,-57.71044477631743,jacareacanga,br,76.98,93,36,1.7
61.41363247593546,43.09982631510033,oktyabrskiy,ru,43.99,87,75,8.95
20.74521258323381,-69.13423954347853,nagua,do,78.64,88,75,2.15
-41.29616255978143,175.88278624827666,waipawa,nz,62.13,47,44,10.09
53.47453191282813,-113.91421686843772,spruce grove,ca,43.72,35,20,9.17
31.642211344515488,-134.4447070348321,half moon bay,us,75.54,61,75,12.75
26.807369343968844,-87.62118919731418,warrington,us,55.94,87,40,6.93
-17.370930086119643,-178.34932123748303,neiafu,to,78.8,83,40,11.41
47.767197292079004,-83.25886142473598,chapleau,ca,53.6,100,90,10.29
5.2430504862089435,-0.05299271916553039,teshie,gh,78.8,88,75,12.75
5.921976861931611,120.30838313857578,pandan niog,ph,84.54,99,0,8.41
27.135422603961516,91.97736913779471,udalguri,in,56.19,92,8,1.59
-18.488114035923346,-25.704009405054393,maceio,br,75.2,83,75,2.24
49.70865452109683,-106.14978056174739,assiniboia,ca,31.44,84,0,11.21
48.56997177708533,68.13366498685872,zhezkazgan,kz,36.48,74,0,2.93
41.141882737599616,-15.09035947553383,peniche,pt,67.48,19,0,3.36
26.50649009825858,106.23461852087485,anshun,cn,51.96,96,100,6.06
49.014562505350625,20.839521900149208,spisske podhradie,sk,46.53,60,20,10.29
24.47822129634821,73.67384739470998,nathdwara,in,66.18,69,0,2.71
9.609932706931275,-36.40648676044668,itarema,br,77.43,82,0,13.67
63.88591920927223,41.1600500154984,kholmogory,ru,33.8,100,75,4.47
55.62296970604436,-75.9442122862627,chapais,ca,46.4,87,90,12.75
5.576451381827638,-74.56871748677457,puerto salgar,co,69.24,100,68,1.03
14.83257346928319,77.00508525489272,rayadrug,in,70.59,94,24,3.49
27.902283752496615,10.762176485339296,awbari,ly,65.46,68,20,2.37
25.380169882664163,87.76539250156162,manihari,in,74.73,89,80,4.05
56.71440340473518,123.04765977278942,neryungri,ru,42.24,62,12,8.3
27.550663363016724,102.333044210234,xichang,cn,44.31,99,92,1.92
-6.75516841733949,-37.7222387696805,pombal,br,82.2,43,24,8.19
70.96606922464375,3.7870217149565804,bud,no,42.8,81,88,11.41
76.18808171571297,86.95630346055162,dudinka,ru,31.26,91,88,15.23
-23.002956267505112,153.51763370580625,bundaberg,au,70.68,94,0,5.84
17.494546963289224,103.20918700534571,nong han,th,71.6,88,12,6.73
-10.075669601931182,-62.95714314161454,ariquemes,br,76.26,94,36,2.37
-20.580280590400008,-36.33429880635029,linhares,br,75.18,77,0,11.21
68.9157095338631,133.00185599776358,verkhoyansk,ru,19.38,87,36,2.59
-14.612950132658213,-31.804169701908194,piacabucu,br,74.64,84,12,9.75
50.85712435577807,103.37902661173251,bayangol,ru,34.32,85,92,16.46
20.26670715084262,38.01516114327097,sawakin,sd,78.24,93,88,3.27
36.68229235572032,-92.96466127010626,ozark,us,84.99,55,1,17.22
11.01360487335836,-13.144772116769673,telimele,gn,69.87,97,24,2.37
45.09590672639439,-87.2950508320806,sturgeon bay,us,70.47,84,1,25.28
44.36809886077259,8.266588361805958,cairo montenotte,it,66.97,49,0,14.99
-4.065241901294641,148.67754690338262,kimbe,pg,81.12,100,76,4.83
13.975499816932825,35.5232734881516,doka,sd,67.62,91,0,3.15
34.998680411106804,-101.83245358998883,canyon,us,93.42,20,1,14.99
-40.41089050334653,-60.5411077430614,tres arroyos,ar,52.05,32,0,10.54
20.77222752113437,-2.184860181466462,araouane,ml,76.35,26,0,4.72
6.948762689635899,36.18851501291374,bonga,et,58.98,97,36,2.04
5.213178086933652,92.47102689167315,banda aceh,id,74.82,100,36,2.04
54.15794720367404,-104.48930511840977,nipawin,ca,39.2,38,75,21.92
63.110880766783055,-133.1754203618761,mayo,ca,39.2,38,75,3.36
-4.657010461864232,29.691216140394943,mwandiga,tz,80.49,86,76,3.38
45.03340958742464,97.04102081189325,hami,cn,40.35,56,0,6.96
-18.571343784752344,-43.69040427876476,serro,br,69.69,82,0,2.48
